ID,Name,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
300025550,Robo Logic,3.5,77,0.99,0,4+,"EN, FR, DE, JA",5044648,Puzzle,15/12/2008,11/09/2009
300893278,RoboLogic Lite,3,1461,0,0,4+,"EN, DE",2584622,Puzzle,3/01/2009,28/08/2009
301163765,Kakinoki Shogi (Japanese Chess),4,75,4.99,0,4+,"EN, JA",18432000,Board,19/01/2009,24/09/2015
301418753,Kings Corners Free,2.5,1741,0,0,4+,EN,2323719,Card,22/01/2009,22/08/2011
301733979,Flip Ninja,2.5,6,0,0,4+,EN,1112393,Puzzle,16/01/2009,16/01/2009
301746785,Gun Runner Wars,3,740,0.99,0,9+,EN,15541248,Simulation,4/02/2009,9/07/2016
302312895,Word Zapper,3,89,0.99,0,4+,EN,16785408,Family,22/01/2009,7/10/2018
302331458,Antivirus,3,187,0,1,9+,EN,25563136,Simulation,3/02/2009,9/07/2015
302510211,Arcs,4,413,2.99,0,4+,EN,5106688,Puzzle,21/01/2009,10/05/2018
302532668,Shogi Kifu,,,3.99,0,4+,"EN, JA",29797376,Board,14/07/2011,13/10/2018
302532668,Shogi Kifu,,,3.99,0,4+,"EN, JA",29797376,Board,14/07/2011,13/10/2018
303188552,Strategery Lite,3.5,9121,0,0,4+,EN,5421981,Board,5/02/2009,30/06/2010
303337299,Wedding Dash Deluxe,4.5,17056,0.99,1,4+,EN,55803904,Action,28/01/2009,2/07/2014
303401746,Agency Wars Lite,2.5,17045,0,0,4+,EN,7543757,Role Playing,14/03/2009,6/05/2009
303475501,Touch Physics Lite,3.5,42210,0,0,4+,EN,16556848,Puzzle,1/02/2009,12/01/2011
303477061,FIREWALL: Defender FREE,2.5,1156,0,0,4+,EN,6122222,Puzzle,28/01/2009,28/01/2009
303830590,PocketSports Football Lite,2.5,20234,0,0,12+,EN,4528173,Casual,12/02/2009,19/02/2009
303954672,BallSnare,3.5,7,0.99,0,4+,EN,3824640,Casual,6/02/2009,9/09/2016
304657926,Wordology,3.5,125,2.99,0,4+,EN,98282496,Family,28/02/2009,7/12/2017
304878580,Omar Sharif Bridge,2.5,359,5.99,0,4+,EN,33982464,Card,17/02/2009,11/12/2018
304932775,PahJong Hurricane,3,6,0.99,0,4+,EN,3134464,Casual,16/02/2009,9/09/2016
305123066,Wedding Dash,4,101209,0,1,4+,EN,58343424,Action,18/02/2009,2/07/2014
305260337,PahJong Tsunami,,,0.99,0,4+,EN,2974720,Casual,18/02/2009,9/09/2016
305324342,Slay,3,4885,3.99,1,9+,EN,59016192,Board,27/02/2009,30/05/2019
305462255,Paintball II,2,84,2.99,0,4+,EN,6466560,Puzzle,25/02/2009,10/10/2018
305464559,Psarakia (Ice Fishing),3.5,13,2.99,0,4+,EN,4922368,Puzzle,25/02/2009,10/10/2018
305620716,Shogi Demon,3.5,27,2.99,0,17+,"EN, JA",20957184,Board,24/02/2009,13/07/2018
305929056,Tiki Towers LITE,3.5,29495,0,0,9+,"EN, FR, DE, IT, ES",39453539,Puzzle,25/02/2009,29/01/2011
306165224,Gun Runner +,2.5,5462,0,1,9+,EN,14125056,Adventure,25/02/2009,28/09/2017
307013525,Polycubes,3.5,19,0,0,4+,EN,4472832,Puzzle,7/03/2009,2/07/2014
307083604,Port Defender\xae - 2D Field Defense,3.5,860,0,1,9+,EN,84364288,Action,27/03/2009,23/03/2016
307132353,"""Sally's Spa""",4.5,35199,2.99,0,4+,"EN, FR, DE, IT, ES",500501504,Action,8/04/2009,11/09/2017
307219373,Port Defender\xae Lite - 2D Field Defense,3,5013,0,0,9+,EN,54787072,Action,27/03/2009,23/03/2016
307538288,"""Tap 'n' Pop Classic: Balloon Group Remove""",3.5,1119,2.99,0,4+,EN,8881152,Puzzle,27/03/2009,16/08/2017
307662507,Conquest (+ all maps),3.5,2606,4.99,0,9+,EN,107105280,Board,27/03/2009,15/12/2017
308032437,Shredder Chess,4.5,863,3.99,0,4+,"EN, DE",33033216,Board,27/03/2009,16/10/2016
308608974,Wordology Lite,3,1926,0,0,4+,EN,108253184,Family,27/03/2009,7/12/2017
308834118,"Gomoku Free (\u4e94\u5b50\u68cb, \u4e94\u76ee\u4e26\u3079, \uc624\ubaa9)",2.5,1848,0,0,4+,"ZH, EN",1326164,Board,27/03/2009,21/12/2010
309225116,"""Tap 'n' Pop Classic (Lite): Balloon Group Remove""",3,24821,0,0,4+,EN,14717952,Puzzle,28/03/2009,17/08/2017
309399343,Tournament Reversi Free,3.5,2503,0,0,4+,EN,2582857,Board,27/03/2009,18/07/2010
310251116,Bloons,4,16693,0.99,0,4+,EN,5500291,Puzzle,14/04/2009,7/02/2012
311395856,Chess \u2219,3.5,191081,0,0,4+,EN,65303552,Board,18/04/2009,27/06/2018
311395924,Chess Premium,4,2767,1.99,0,4+,EN,30746624,Board,23/04/2009,28/09/2017
311456818,UniWar: Multiplayer Strategy,3.5,14073,0,1,9+,"AR, ZH, CS, EN, FR, DE, IT, JA, PL, PT, RU, ES, TR",115074048,Role Playing,14/04/2009,24/07/2019
311466554,Pocket Tanks Deluxe,4.5,5543,4.99,1,9+,EN,39997440,Family,15/04/2009,31/08/2016
311468972,Castle Smasher,3,12659,0.99,0,4+,EN,10308608,Action,14/04/2009,5/07/2017
311544087,Pocket Tanks,4,90386,0,1,9+,EN,43073536,Family,15/04/2009,31/08/2016
312093430,Inverti,3,40,0,0,4+,EN,2004992,Board,21/04/2009,5/10/2017
313149078,Crystal Mine,2,353,0,0,4+,EN,2818386,Casual,3/05/2009,3/05/2009
313324870,Nerve,2.5,47,0,0,4+,EN,6994639,Unknown,28/04/2009,3/07/2009
313365393,Pebbles,3,866,0,0,4+,"EN, DE",10136576,Board,28/04/2009,20/01/2016
313478124,AirTycoon - Airline Management,3.5,3416,0,0,4+,EN,8646161,Role Playing,29/04/2009,13/11/2012
313734044,Jungle Crash Land,3.5,67670,0.99,0,4+,EN,7703552,Action,1/05/2009,21/06/2017
313835253,PortOfCallL,2.5,634,0,1,4+,"DA, NL, EN, FI, FR, DE, IT, NO, PT, ES, SV",3396500,Simulation,1/05/2009,7/05/2011
314162908,"""Swap 'n Drop""",3,282,2.99,0,4+,EN,4225024,Puzzle,3/05/2009,17/11/2017
314464100,Boxed In,3.5,93235,0.99,1,4+,EN,259371008,Puzzle,6/05/2009,4/12/2017
314506629,SmartGo Player,4,569,2.99,0,4+,"EN, FR, DE, JA, KO, RU, ZH, ES, ZH",23805952,Board,6/05/2009,4/05/2018
314907526,Big 2 Classic,3.5,127,2.99,0,4+,"EN, ZH, ZH",3684352,Card,7/05/2009,14/10/2017
315733642,"""Sally's Spa Lite""",4,193923,0,0,4+,"EN, FR, DE, IT, ES",233482240,Action,28/05/2009,11/09/2017
316491616,TowerMadness,4,42389,2.99,1,9+,"EN, DE",56048640,Puzzle,24/05/2009,5/03/2018
316540851,Chinese Chess Master,3.5,207,3.99,0,4+,EN,23740416,Board,23/05/2009,19/10/2015
317154247,Block Off,3,16554,0,1,4+,EN,6338617,Puzzle,25/05/2009,19/03/2012
317677424,UAV Fighter Free,3,6906,0,0,12+,EN,12120793,Simulation,5/06/2009,2/08/2012
318083567,WORP - Next Gen Solitaire Puzzle,3,9,1.99,0,4+,"EN, DE",20501504,Board,7/06/2009,24/10/2016
318267805,Bubble Buster,3.5,2110,0,1,4+,EN,76698624,Board,11/07/2009,13/07/2016
318280645,Age of Conquest: Europe,3.5,267,3.99,0,12+,EN,39074816,Board,16/06/2009,12/10/2018
318465515,Backgammon!,2,704,0,0,4+,EN,413902,Board,11/06/2009,11/06/2009
318639200,Crush the Castle,3.5,23854,0.99,0,12+,EN,44707840,Adventure,18/09/2009,31/07/2017
318974349,PopGroup,3,847,0.99,0,4+,EN,995328,Board,18/06/2009,3/07/2017
318975161,PopGroup Lite,3,233,0,0,4+,EN,761856,Board,16/09/2009,3/07/2017
319009472,TapSquares,3,5,0.99,0,4+,EN,2137088,Puzzle,10/06/2009,7/03/2019
319305999,Chess,4.5,14864,0,1,4+,EN,47129600,Board,13/06/2009,21/06/2019
319519142,TOTL,2.5,43,0,0,4+,EN,41591808,Puzzle,14/06/2009,21/06/2018
320166918,Tic-Tac-Toe Arena,1.5,8,1.99,0,4+,EN,82583552,Board,24/06/2009,13/09/2016
320469536,4_IN_1_ROW_Lite,2.5,3593,0,0,4+,"EN, JA, ZH",7750656,Board,28/06/2009,3/02/2018
320667784,Tournament Checkers Free,3,344,0,0,4+,EN,4578541,Board,2/07/2009,2/07/2009
321026028,Checkers,4.5,36581,0,0,4+,EN,69393408,Board,4/07/2009,14/06/2019
321026028,Checkers,4.5,36581,0,0,4+,EN,69393408,Board,4/07/2009,14/06/2019
321219952,Pipe Mania,3,302,0,0,4+,EN,85569536,Puzzle,8/07/2009,9/04/2014
321369231,WORMS,4,5778,1.99,1,12+,EN,253834240,Action,12/07/2009,9/12/2016
321756558,Pixel Starships\u2122,4.5,27739,0,1,9+,"AR, CS, NL, EN, FR, DE, ID, IT, JA, KO, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",104436736,Role Playing,6/01/2016,22/07/2019
322110989,PUSHY,4,163,1.99,1,4+,"EN, FR, DE",83070976,Puzzle,11/07/2009,8/04/2019
322423174,Traffic Rush,3.5,212763,0.99,0,9+,EN,9466880,Action,12/07/2009,8/11/2018
322829337,Traffic Control!,3,24,0,0,4+,EN,4474837,Puzzle,19/07/2009,21/08/2009
323122770,Sudoku Infinite,3.5,166,0,0,4+,"EN, FR, JA, ES",10318615,Casual,8/08/2009,17/11/2011
323242790,Cartoon Wars,3.5,35905,0.99,1,12+,EN,13216994,Role Playing,25/07/2009,15/10/2012
323249918,Hexxagon,2.5,268,0.99,0,4+,EN,5334016,Board,23/07/2009,17/04/2017
323375748,Big Deuce - Big 2 Classic,3,942,0,1,4+,"EN, ZH, ZH",18093056,Card,24/07/2009,11/01/2018
323833695,Archmage Defense Lite,3.5,3135,0,0,9+,EN,9205022,Action,30/07/2009,26/07/2010
324012853,Orbital,4,1435,2.99,0,4+,"EN, FR, DE, IT, ES",22335488,Puzzle,13/08/2009,29/05/2015
324018225,Tic Tac Toe: World Challenge,3,680,0,0,4+,"EN, IT, ES",4481024,Board,6/08/2009,13/05/2014
324331173,Stock Wars - Virtual Investing,3.5,3015,0,1,4+,EN,10139648,Simulation,29/10/2009,28/11/2017
324335340,Sudoku Deluxe\xae,4.5,688,0,1,4+,EN,70557696,Family,23/09/2009,16/08/2017
324355661,Block Drop\xae,4,113,0.99,0,4+,EN,48675840,Puzzle,6/08/2009,8/05/2017
324530319,All American Girls Concentration Memory Game,2,291,0.99,0,17+,EN,9900032,Board,18/09/2009,26/07/2016
324538716,Phoenix Emperor 50 Marks,4.5,62,0,1,12+,EN,22518784,Adventure,21/08/2009,10/10/2015
324561305,Cleopatra\xae,3.5,1054,0,0,12+,EN,5085584,Casino,4/08/2009,15/12/2009
324715902,Bored,3.5,9,0,1,4+,EN,16440320,Puzzle,4/08/2009,9/01/2016
326148795,Orient Express: The Train Simulator,3,657,0,1,4+,"EN, FR, DE, IT, RU",25035776,Simulation,11/08/2009,19/06/2016
326162486,Icy Escort,3,47338,0.99,0,4+,EN,9214976,Family,11/08/2009,12/07/2017
327098920,Alice Greenfingers,3.5,1979,0.99,0,4+,EN,9659320,Simulation,22/08/2009,16/10/2010
327244757,Space Control,2.5,654,0.99,0,4+,EN,13483008,Casual,24/08/2009,21/08/2018
327708154,HIARCS Chess,4,213,9.99,0,4+,"EN, DE",22864896,Board,28/08/2009,28/08/2018
327755335,Mobile Aquarium,3,15277,0,1,4+,EN,8482816,Simulation,9/09/2009,29/03/2015
327771130,PUSHY lite,3.5,776,0,0,4+,"EN, FR, DE",64505856,Puzzle,29/08/2009,4/04/2019
328034857,Ancient War,3.5,5378,0,1,12+,EN,15120306,Action,19/09/2009,9/01/2013
328168559,Backgammon NJ,4,2567,4.99,1,4+,EN,21422080,Board,1/09/2009,16/01/2018
328330651,Pebble Command,2.5,29,0,0,4+,EN,35214336,Action,1/09/2009,28/02/2017
328415391,Yahoo Fantasy Football & more,3.5,199585,0,0,17+,"AR, BN, BG, CA, HR, CS, DA, NL, EN, ET, FI, FR, DE, EL, GU, HE, HI, HU, ID, GA, IT, JA, KN, KO, LV, LT, MS, ML, MR, NB, PL, PT, RO, RU, SR, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, UR, VI",145777664,Casual,8/09/2009,27/07/2019
329218549,Chess - Play & Learn,4.5,143719,0,1,4+,"AF, SQ, AR, HY, AZ, EU, BE, BN, BS, BG, CA, HR, CS, DA, NL, EN, ET, FI, FR, GL, KA, DE, EL, HE, HI, HU, IS, ID, GA, IT, JA, KN, KK, KO, LV, LT, MK, MS, NE, NB, PS, FA, PL, PT, PA, RO, RU, SR, ZH, SI, SK, SL, ES, SW, SV, TG, TA, TE, TH, ZH, TR, TK, UK, UR, UZ, VI",109671424,Board,29/10/2009,24/07/2019
329466722,DodgeDot,3,4289,0,0,4+,EN,24214528,Casual,2/10/2009,4/09/2017
329629837,Mummy: Tomb of the Lost Souls FREE,3,178,0,0,4+,EN,11965728,Puzzle,18/11/2009,12/07/2011
329707508,Cannon Siege,3,694,0,0,12+,EN,7587880,Casual,28/09/2009,21/03/2012
329911028,Slideswipe,5,6,0.99,0,4+,"EN, FR, DE, IT, ES",19798016,Family,1/04/2010,4/10/2016
330159662,Cows In Space,3,46861,0.99,0,4+,EN,8752128,Family,16/09/2009,12/07/2017
330222186,Fare City: Taxi Mania,3.5,1639,0.99,0,4+,EN,35438592,Family,17/09/2009,11/01/2016
330511928,Cartoon Wars Lite,4,148144,0,0,12+,EN,12429966,Adventure,18/09/2009,9/07/2011
331271904,Bloons TD,4,7950,2.99,0,4+,EN,8432232,Casual,3/10/2009,29/11/2012
331513453,IpickMega,,,0.99,0,4+,EN,1612800,Casino,23/09/2009,16/02/2017
331538702,Igowin Tutor,3.5,517,0,0,4+,EN,22585344,Board,23/09/2009,22/03/2014
332424440,MILLIONAIRE TYCOON\u2122,3.5,4049,0.99,1,4+,"ZH, EN, FR, IT, JA, KO, PT, RU",49016832,Board,28/09/2009,17/11/2015
333178201,Tic Tac Toe 3-in-a-row,3,345,0,1,4+,EN,5614592,Board,1/10/2009,18/04/2018
333208117,Chain Rxn Free,3.5,7499,0,0,4+,EN,1978912,Unknown,10/11/2009,27/08/2010
333277750,Trump It,1.5,18,0,0,4+,EN,75976704,Card,19/11/2009,28/11/2018
333279031,Titanic Rescue,3,38008,0.99,0,4+,EN,7494656,Family,7/10/2009,19/07/2017
333453221,Ninja TD Lite,3.5,3650,0,0,4+,EN,16141677,Action,9/10/2009,17/03/2010
334183810,Naval Fight,2.5,1604,0,0,4+,,7075285,Board,14/10/2009,18/12/2010
334187594,MILLIONAIRE TYCOON\u2122 : Free Realestate Trading Strategy Board Game,3,17680,0,0,4+,"ZH, EN, FR, IT, JA, KO, PT, RU",52412416,Board,24/11/2009,8/07/2016
334436243,Chicken Chess,3.5,7,0,0,4+,EN,9431040,Board,30/10/2009,5/11/2018
334546669,Earth Alliance: Earth Defense,,,0,1,9+,EN,67878912,Simulation,31/10/2009,21/08/2017
334616790,Gypsy Cards,3,166,0,0,9+,EN,16702740,Card,15/10/2009,18/08/2010
334828574,Missile Pod Launcher,2,868,0,0,12+,EN,15370240,Casual,22/10/2009,16/04/2016
335019557,Stone Wars,3.5,10785,0,1,12+,"EN, FR, DE, JA, ES",52757132,Action,10/12/2009,2/11/2012
335029050,Catan Classic,4,17440,4.99,1,4+,"NL, EN, FR, DE, PT, ES",888494080,Board,25/10/2009,11/01/2019
335049342,Solve Sudoku FREE,2.5,234,0,0,4+,EN,1098368,Puzzle,5/11/2009,4/12/2009
335249553,TowerMadness Zero,4,95466,0,1,9+,"EN, DE",58547200,Puzzle,25/10/2009,5/03/2018
335498819,Vikings\u2122 Free,2.5,295,0,0,9+,EN,5336201,Role Playing,1/02/2010,1/02/2010
335523128,Galaxy Trek,4,178,0.99,0,4+,EN,9961472,Role Playing,2/11/2009,29/01/2015
335545504,King of Dragon Pass,5,960,9.99,0,12+,EN,364954624,Role Playing,14/02/2011,18/10/2018
335789094,Bad Apples,3,3284,0,1,4+,EN,34713600,Puzzle,18/01/2010,20/11/2013
335929820,Sudoku Scrapbook,4,63,2.99,0,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",27623424,Puzzle,19/11/2009,30/05/2017
335941858,Handgun FREE,2,849,0,0,17+,EN,16375808,Action,30/10/2009,2/04/2016
336106741,Fare City: Taxi Mania FREE,3.5,532,0,0,4+,EN,30134272,Family,30/10/2009,11/01/2016
336302082,Art Of War 2: Global Confederation,3,746,0,0,9+,"EN, RU",12349649,Board,11/11/2009,21/03/2011
336305171,Orbital Free,4,3910,0,0,4+,"EN, FR, DE, IT, ES",22872064,Puzzle,1/12/2009,20/04/2015
336472524,Arctopia: A Puzzle Game,4,118,0,0,4+,"EN, FR",11697152,Puzzle,2/11/2009,1/03/2018
337209160,"""Traveler's Quest""",4,486,0,1,12+,EN,283385856,Family,25/11/2009,30/07/2019
338117897,2012 Tumble,3.5,884,0,1,9+,EN,1250034,Puzzle,12/11/2009,12/11/2009
338348877,Runway Free,3,80790,0,0,4+,EN,36204544,Role Playing,11/11/2009,31/10/2013
338490375,DropZap,3,1419,0.99,0,4+,EN,29578240,Puzzle,12/11/2009,1/12/2015
338729908,Furballs!,3.5,30,0.99,0,9+,EN,63169536,Casual,12/11/2009,12/05/2017
338740447,"""Tap 'n' Pop Arcade: Group Remove""",3,297,1.99,0,4+,EN,3898368,Puzzle,13/11/2009,19/09/2016
339224754,Pinochle Plus,4,893,3.99,0,4+,"EN, DE",43512832,Card,20/12/2009,2/08/2019
339348074,Solo Noble - Peg Solitaire - Free,2.5,240,0,1,4+,EN,6322647,Board,17/11/2009,4/10/2010
339451567,Pok\xe9 Dexter - Generation I to VI,3,1471,0.99,0,4+,"EN, FR",331237376,Adventure,25/11/2009,21/09/2015
339473599,Age of Conquest: North America,3.5,123,3.99,0,12+,EN,36946944,Board,18/11/2009,12/10/2018
339597241,Jewel Lines Lite,2.5,6630,0,0,4+,EN,8592384,Puzzle,18/11/2009,5/09/2017
339720335,Termite,3.5,158,0,1,4+,EN,1202176,Action,18/11/2009,10/01/2019
340524558,"""Tap 'n' Pop Arcade: Group Remove (FREE)""",2.5,3183,0,0,4+,EN,6794240,Puzzle,24/11/2009,21/09/2016
340590296,T-Bomb,,,1.99,0,9+,EN,12795904,Puzzle,22/12/2009,26/04/2018
340769953,Trenches,4,26674,0.99,0,17+,EN,37340259,Action,24/12/2009,6/12/2012
341089820,Solitaire Classic,3.5,17409,0,1,4+,"EN, FR, DE, RU",211776512,Card,28/11/2009,5/07/2019
341239927,Fragmental 3D - Build Lines with Falling Blocks!,4,84,0.99,0,4+,EN,7619584,Puzzle,4/12/2009,4/11/2015
341288790,ShotTacToe,5,7,0.99,0,17+,EN,13151232,Board,1/12/2009,22/09/2016
342097431,European War,3.5,286,0.99,0,9+,EN,14863724,Board,7/12/2009,18/01/2011
342254531,Catch-21,3,1620,0,0,4+,EN,11439792,Card,18/12/2009,5/06/2012
342648612,TapOut by Tapjoy,3.5,37435,0,0,4+,EN,11333632,Puzzle,10/12/2009,22/12/2014
342960702,Red Conquest! (Episodes 1 & 2!),4,532,0.99,0,12+,EN,19387392,Simulation,12/12/2009,2/03/2016
343751704,Alien Antigens Lite,2,18,0,0,4+,EN,6556139,Puzzle,15/12/2009,16/02/2010
343795703,Shredder Chess Lite,4,836,0,0,4+,"EN, DE",24859648,Board,18/12/2009,20/09/2017
343816134,Home Sweet Home LITE,3.5,13618,0,1,4+,EN,25593921,Simulation,10/12/2009,9/11/2012
344058289,Six Logic: Use your Brain!,4,64,0.99,0,4+,"EN, ES",53878784,Puzzle,14/12/2009,25/09/2014
344115274,Zen Wars,4,184,0.99,1,9+,"EN, FR, DE, JA, ZH",56263680,Casual,11/08/2011,23/10/2017
344942625,3 Boxes,2.5,310,0,1,4+,EN,26754048,Puzzle,17/12/2009,2/05/2017
345015452,Age of Conquest: Asia,3.5,92,2.99,0,12+,EN,37567488,Board,15/12/2009,12/10/2018
345748786,Strimko Lite,3.5,324,0,0,4+,"EN, JA, ES",13945969,Puzzle,17/12/2009,21/10/2011
346622193,Rogue Planet - FREE,3.5,1736,0,0,9+,"EN, FR, DE, IT, JA, ES",80186242,Action,18/12/2009,18/12/2009
346656942,Fragmental 3D Lite - Build Lines with Falling Blocks!,2.5,1377,0,0,4+,EN,7988224,Puzzle,23/12/2009,4/11/2015
346728338,"""Gerry's Pegs""",2,6,0.99,0,4+,"EN, FR",13468672,Board,20/12/2009,12/11/2016
347024989,Merchant,3.5,96,0,1,4+,EN,52686848,Simulation,12/06/2014,15/01/2015
347872059,European War Lite,3.5,1739,0,0,9+,"EN, JA, ZH, ZH",14912432,Simulation,31/12/2009,18/01/2011
347920086,Instant Chess,4,1009,0,1,4+,"EN, RU",123698176,Board,29/12/2009,18/01/2019
347990652,Solve My Sudoku Penultimate,2,602,0,0,4+,"EN, FR, DE, IT, JA, ES",215840,Puzzle,29/12/2009,3/02/2011
347996243,Optia,4,1335,2.99,0,4+,EN,32712704,Puzzle,29/12/2009,11/02/2018
348056335,Hipercubo,3,86,0,0,4+,"EN, PT",13109248,Puzzle,11/01/2010,17/01/2017
348308731,2012 Zombies vs Aliens Warfare,3.5,37350,0,0,12+,EN,14556326,Role Playing,10/01/2010,11/07/2011
348639431,Crazy Chess Random - BA.net,2,119,0,0,4+,EN,46803968,Board,30/12/2009,30/01/2019
348741265,Bungee Stickmen - Australian Landmarks {LITE +},3,1229,0,1,12+,"ZH, EN, FR, DE, IT, JA, ES",10781853,Adventure,13/01/2010,27/02/2010
348741265,Bungee Stickmen - Australian Landmarks {LITE +},3,1229,0,1,12+,"ZH, EN, FR, DE, IT, JA, ES",10781853,Adventure,13/01/2010,27/02/2010
